date,ticker,analyst,percent
2026-07-03,EOG,Jefferies,35.2
2026-07-03,EQT,Jefferies,42
2026-07-03,ES,Wells Fargo,3.7
2026-07-03,FDS,BMO Capital,10
2026-07-03,FDS,UBS,36
2026-07-03,FDS,Wells Fargo,-16
2026-07-03,GE,Jefferies,19.8
2026-07-03,GIS,Jefferies,-5.3
2026-07-03,GIS,TD Cowen,-15.8
2026-07-03,GIS,Wells Fargo,-13.2
2026-07-03,GNRC,Citigroup,11
2026-07-03,ITW,Truist Securities,11
2026-07-03,J,Truist Securities,18.7
2026-07-03,PCAR,Truist Securities,8.1
2026-07-03,PEG,RBC Capital,0.7
2026-07-03,PEP,UBS,20.1
2026-07-03,PM,UBS,0.5
2026-07-03,STZ,Morgan Stanley,16.4
2026-07-03,STZ,RBC Capital,36.3
2026-07-03,TSN,Bernstein,9.3
2026-07-03,UAL,Goldman Sachs,17.4
2026-07-03,WST,Keybanc,6.5
2026-07-06,ADP,TD Cowen,-8.4
2026-07-06,ALL,Raymond James,20.5
2026-07-06,BAX,Evercore ISI Group,5.4
2026-07-06,BDX,Evercore ISI Group,14
2026-07-06,BXP,Evercore ISI Group,-2.2
2026-07-06,LUV,Morgan Stanley,27.5
2026-07-06,MDT,Evercore ISI Group,26.1
2026-07-06,MS,Goldman Sachs,7.4
2026-07-06,MSFT,Wolfe Research,35.6
2026-07-06,MTB,Evercore ISI Group,9.6
2026-07-06,NTRS,Evercore ISI Group,1.3
2026-07-06,PFG,Morgan Stanley,0.9
2026-07-06,SYK,Evercore ISI Group,6.9
2026-07-06,TER,Goldman Sachs,20.3
2026-07-06,TMO,Evercore ISI Group,9.6
2026-07-06,TRV,Raymond James,17.1
2026-07-06,UNH,HSBC,-10.3
2026-07-06,UPS,Morgan Stanley,-31.4
2026-07-06,WRB,Morgan Stanley,4.2
2026-07-07,AJG,Barclays,15
2026-07-07,APTV,Deutsche Bank,27
2026-07-07,ARE,Mizuho,19.9
2026-07-07,AXON,Needham,17.6
2026-07-07,C,B of A Securities,22.2
2026-07-07,CHRW,Morgan Stanley,-52
2026-07-07,CMCSA,Morgan Stanley,25.7
2026-07-07,CME,UBS,9.7
2026-07-07,DLTR,JP Morgan,37.6
2026-07-07,DOW,BMO Capital,19.8
2026-07-07,EG,Morgan Stanley,-4
2026-07-07,FITB,Wells Fargo,14.7
2026-07-07,GL,Morgan Stanley,17.1
2026-07-07,GLW,B of A Securities,29.9
2026-07-07,HBAN,Jefferies,5.7
2026-07-07,HBAN,JP Morgan,8.5
2026-07-07,IBM,B of A Securities,8
2026-07-07,JBHT,Morgan Stanley,-28
2026-07-07,KEY,JP Morgan,4.3
2026-07-07,KEY,Wells Fargo,14.9
2026-07-07,MCO,Morgan Stanley,-1.1
2026-07-07,MGM,Wells Fargo,3
2026-07-07,MRK,Cantor Fitzgerald,-6.8
2026-07-07,MRNA,B of A Securities,-53.7
2026-07-07,MRNA,RBC Capital,-45.2
2026-07-07,MS,B of A Securities,12.8
2026-07-07,MSFT,BMO Capital,31.2
2026-07-07,NEE,Barclays,3.3
2026-07-07,NEM,Jefferies,52
2026-07-07,O,Baird,2.1
2026-07-07,ODFL,Morgan Stanley,11.4
2026-07-07,PFE,Cantor Fitzgerald,12.3
2026-07-07,PFG,Barclays,-18.8
2026-07-07,PPG,BMO Capital,10.5
2026-07-07,PRU,Barclays,-19.9
2026-07-07,SPGI,Morgan Stanley,17.4
2026-07-07,SYF,TD Cowen,16.4
2026-07-07,TFC,Morgan Stanley,5.3
2026-07-07,TMUS,B of A Securities,18.4
2026-07-07,TMUS,Morgan Stanley,23.7
2026-07-07,TRMB,Oppenheimer,49.3
2026-07-07,VRTX,RBC Capital,7.5
2026-07-07,WFC,B of A Securities,15.9
2026-07-08,ACGL,Barclays,2.6
2026-07-08,ACGL,UBS,16.1
2026-07-08,AFL,UBS,1.6
2026-07-08,AIG,UBS,20.8
2026-07-08,AWK,JP Morgan,8.1
2026-07-08,BKR,Citigroup,34.3
2026-07-08,BRO,Barclays,10.1
2026-07-08,BRO,UBS,5.8
2026-07-08,CF,Morgan Stanley,-1.1
2026-07-08,CFG,UBS,15.8
2026-07-08,CNC,Cantor Fitzgerald,13.1
2026-07-08,COP,Mizuho,32.7
2026-07-08,CSX,Baird,8.5
2026-07-08,DAL,Susquehanna,24.4
2026-07-08,DVN,JP Morgan,27.2
2026-07-08,ECL,RBC Capital,21.1
2026-07-08,EFX,UBS,27.1
2026-07-08,ELV,Cantor Fitzgerald,7.6
2026-07-08,FITB,UBS,13.1
2026-07-08,FRT,Evercore ISI Group,-0.3
2026-07-08,GILD,Truist Securities,14.2
2026-07-08,HBAN,UBS,22.9
2026-07-08,HCA,Cantor Fitzgerald,25.3
2026-07-08,HUM,Cantor Fitzgerald,-24.3
2026-07-08,INVH,UBS,15.9
2026-07-08,JNJ,Citigroup,10.9
2026-07-08,KEY,UBS,16.1
2026-07-08,LLY,JP Morgan,14.7
2026-07-08,LLY,Morgan Stanley,10.3
2026-07-08,LUV,Susquehanna,13.7
2026-07-08,MA,Baird,28
2026-07-08,MCO,BMO Capital,3.8
2026-07-08,MET,UBS,14.6
2026-07-08,MO,UBS,8.3
2026-07-08,NTRS,B of A Securities,10.5
2026-07-08,PANW,Evercore ISI Group,-5
2026-07-08,PFE,JP Morgan,16.4
2026-07-08,PNC,UBS,13.9
2026-07-08,PODD,Citigroup,7.2
2026-07-08,RF,UBS,8.4
2026-07-08,SHW,RBC Capital,21.7
2026-07-08,SPGI,BMO Capital,14.3
2026-07-08,SPGI,UBS,18.8
2026-07-08,STT,B of A Securities,6.1
2026-07-08,TFC,UBS,8.6
2026-07-08,TSCO,Evercore ISI Group,31.7
2026-07-08,VMC,UBS,18.6
2026-07-08,VRTX,Baird,-33.1
2026-07-08,WELL,UBS,14.5
2026-07-08,WM,CIBC,3.1
2026-07-08,WM,Oppenheimer,11.1
2026-07-08,WRB,"Keefe, Bruyette & Woods",-3.6
2026-07-09,BALL,Citigroup,17.9
2026-07-09,BALL,RBC Capital,26.1
2026-07-09,BRO,"Keefe, Bruyette & Woods",9.2
2026-07-09,CB,"Keefe, Bruyette & Woods",9.8
2026-07-09,CHD,Wells Fargo,15.1
2026-07-09,CL,Piper Sandler,3.9
2026-07-09,CVS,RBC Capital,7.9
2026-07-09,DLTR,Goldman Sachs,1.4
2026-07-09,DLTR,Raymond James,13.6
2026-07-09,ECL,Deutsche Bank,22.4
2026-07-09,EG,"Keefe, Bruyette & Woods",12.7
2026-07-09,EW,Citigroup,18.2
2026-07-09,FCX,Goldman Sachs,24
2026-07-09,FCX,Morgan Stanley,17.3
2026-07-09,GD,Jefferies,18.5
2026-07-09,GL,Wells Fargo,8.5
2026-07-09,HAL,Susquehanna,21.7
2026-07-09,HSY,Piper Sandler,15.5
2026-07-09,HUM,RBC Capital,5.1
2026-07-09,JBHT,Goldman Sachs,-14.2
2026-07-09,KHC,Wells Fargo,0.9
2026-07-09,KIM,UBS,15.3
2026-07-09,LRCX,TD Cowen,9.6
2026-07-09,LYV,Goldman Sachs,11
2026-07-09,MNST,Wells Fargo,10.7
2026-07-09,MSCI,Raymond James,26.2
2026-07-09,NCLH,Morgan Stanley,17
2026-07-09,NDAQ,Raymond James,33.9
2026-07-09,NOW,Goldman Sachs,42.1
2026-07-09,NTRS,"Keefe, Bruyette & Woods",-3.4
2026-07-09,ODFL,Wells Fargo,13.7
2026-07-09,OKE,Barclays,-3.2
2026-07-09,ON,Susquehanna,53.1
2026-07-09,REG,UBS,6.4
2026-07-09,ROL,Morgan Stanley,45.6
2026-07-09,SPG,UBS,1.2
2026-07-09,T,Barclays,14.7
2026-07-09,TAP,Wells Fargo,6.1
2026-07-09,TECH,RBC Capital,3.2
2026-07-09,TFC,B of A Securities,12.2
2026-07-09,TRV,"Keefe, Bruyette & Woods",4.5
2026-07-09,UDR,Truist Securities,2.6
2026-07-09,UPS,Citigroup,19.1
2026-07-09,USB,Raymond James,17.6
2026-07-09,V,Barclays,21.6
2026-07-09,WAT,Morgan Stanley,4.9
2026-07-09,WDC,Susquehanna,-15.8
2026-07-09,WFC,Raymond James,
2026-07-09,WMB,Barclays,-0.8
2026-07-09,XYZ,Barclays,31.6
2026-07-10,AEE,Barclays,4.6
2026-07-10,AFL,Jefferies,-11.6
2026-07-10,APH,B of A Securities,14.5
2026-07-10,AXP,B of A Securities,11.3
2026-07-10,BMY,B of A Securities,14.2
2026-07-10,CB,Evercore ISI Group,7.2
2026-07-10,CME,Barclays,12.2
2026-07-10,COF,B of A Securities,14.5
2026-07-10,COST,JP Morgan,20.4
2026-07-10,CRM,Keybanc,
2026-07-10,DVA,UBS,16.9
2026-07-10,EXR,UBS,13.8
2026-07-10,F,Barclays,2.7
2026-07-10,FCX,B of A Securities,32.5
2026-07-10,FCX,JP Morgan,27.5
2026-07-10,GPN,Wells Fargo,25.6
2026-07-10,HAS,Citigroup,30.5
2026-07-10,HIG,Evercore ISI Group,5.4
2026-07-10,HRL,Stephens & Co.,2.5
2026-07-10,JNJ,B of A Securities,1.1
2026-07-10,KO,B of A Securities,14.8
2026-07-10,LDOS,Truist Securities,46.9
2026-07-10,LIN,Evercore ISI Group,0
2026-07-10,MGM,Barclays,2.6
2026-07-10,MSFT,Argus Research,31.5
2026-07-10,NEM,B of A Securities,40.7
2026-07-10,NUE,B of A Securities,25.6
2026-07-10,PEP,Jefferies,11.9
2026-07-10,PFE,B of A Securities,6.8
2026-07-10,PKG,Wells Fargo,9
2026-07-10,PRU,Mizuho,-6.1
2026-07-10,PWR,Jefferies,18.4
2026-07-10,RMD,Jefferies,7.9
2026-07-10,RSG,Citigroup,18
2026-07-10,SLB,Raymond James,28.7
2026-07-10,SRE,Barclays,8.9
2026-07-10,STLD,B of A Securities,17.1
2026-07-10,TRGP,JP Morgan,15.2
2026-07-10,WM,Citigroup,15.8
2026-07-10,WRB,Evercore ISI Group,-5.2
2026-07-10,XEL,Barclays,13.9
2026-07-11,ABBV,RBC Capital,3.6
2026-07-11,AMD,Stifel,16.7
2026-07-11,AME,Morgan Stanley,4.6
2026-07-11,AMP,Jefferies,26.8
2026-07-11,AMP,Morgan Stanley,-3.9
2026-07-11,CTSH,Baird,23.5
2026-07-11,EXR,Barclays,20.1
2026-07-11,FSLR,Susquehanna,17.5
2026-07-11,GL,Jefferies,-7.2
2026-07-11,GOOGL,Keybanc,24.5
2026-07-11,ICE,Morgan Stanley,19.6
2026-07-11,IT,Morgan Stanley,27.5
2026-07-11,JBHT,Bernstein,14.4
2026-07-11,LRCX,Stifel,24.5
2026-07-11,LVS,Citigroup,55.7
2026-07-11,MCO,Barclays,17
2026-07-11,MET,Jefferies,11.9
2026-07-11,MSCI,B of A Securities,19
2026-07-11,MSCI,Barclays,19.8
2026-07-11,NDAQ,Morgan Stanley,26.6
2026-07-11,PEP,Citigroup,6.7
2026-07-11,PEP,Morgan Stanley,17.8
2026-07-11,PEP,RBC Capital,18.5
2026-07-11,PEP,TD Cowen,6.7
2026-07-11,PEP,Wells Fargo,3
2026-07-11,PG,B of A Securities,12.8
2026-07-11,PRU,Jefferies,-5.3
2026-07-11,RJF,Morgan Stanley,2.4
2026-07-11,SBAC,RBC Capital,15
2026-07-11,WDC,Wells Fargo,29.4
2026-07-11,WY,Raymond James,31.2
2026-07-13,AAPL,Citigroup,15.1
2026-07-13,AEE,B of A Securities,-0.2
2026-07-13,AFL,Evercore ISI Group,-6.5
2026-07-13,AMP,Evercore ISI Group,24.1
2026-07-13,AON,JP Morgan,14.4
2026-07-13,BX,Evercore ISI Group,13.8
2026-07-13,CARR,Citigroup,15.8
2026-07-13,CAT,Oppenheimer,17.7
2026-07-13,CDW,Citigroup,0
2026-07-13,CSGP,RBC Capital,17.7
2026-07-13,DAL,JP Morgan,29.6
2026-07-13,EW,RBC Capital,19.2
2026-07-13,GL,Evercore ISI Group,-2.4
2026-07-13,HII,TD Cowen,25.3
2026-07-13,INTC,TD Cowen,8.5
2026-07-13,KKR,Evercore ISI Group,18.5
2026-07-13,LDOS,JP Morgan,47.6
2026-07-13,LH,B of A Securities,15.4
2026-07-13,LH,Baird,21.9
2026-07-13,LLY,UBS,20.8
2026-07-13,LMT,TD Cowen,6.7
2026-07-13,MET,Evercore ISI Group,11.3
2026-07-13,MRK,JP Morgan,13.3
2026-07-13,NEE,B of A Securities,6
2026-07-13,NXPI,B of A Securities,9.4
2026-07-13,PRU,Evercore ISI Group,-5.6
2026-07-13,TEL,Citigroup,15.2
2026-07-13,TSLA,Jefferies,-1.1
2026-07-13,TXT,TD Cowen,15.9
2026-07-13,UNH,Wells Fargo,13.7
2026-07-13,VRTX,UBS,20.3
2026-07-14,AMCR,B of A Securities,19
2026-07-14,AMP,Piper Sandler,1.3
2026-07-14,APO,BMO Capital,6
2026-07-14,APO,Piper Sandler,31.2
2026-07-14,ATO,Wells Fargo,11.4
2026-07-14,AVY,B of A Securities,31.4
2026-07-14,AXP,JP Morgan,13.3
2026-07-14,BBY,Loop Capital,0.4
2026-07-14,BIIB,Truist Securities,17.3
2026-07-14,CAT,Citigroup,14.8
2026-07-14,CL,Citigroup,18.3
2026-07-14,CMG,Citigroup,23
2026-07-14,CMI,Citigroup,15.6
2026-07-14,COF,JP Morgan,19.8
2026-07-14,CRL,Mizuho,0.7
2026-07-14,DAL,Citigroup,26.4
2026-07-14,DECK,Jefferies,19.7
2026-07-14,ELV,TD Cowen,6.6
2026-07-14,HUM,Wells Fargo,22.4
2026-07-14,IQV,Mizuho,12.2
2026-07-14,JBHT,Stifel,-8.9
2026-07-14,KDP,Citigroup,18.4
2026-07-14,KO,Citigroup,15.2
2026-07-14,MNST,Citigroup,15.7
2026-07-14,NCLH,Goldman Sachs,-17.9
2026-07-14,NOC,Goldman Sachs,-0.7
2026-07-14,ODFL,Raymond James,3.7
2026-07-14,PFE,BMO Capital,23.1
2026-07-14,PFG,"Keefe, Bruyette & Woods",-1.8
2026-07-14,Q,RBC Capital,29.6
2026-07-14,RMD,Citigroup,21.6
2026-07-14,SYF,JP Morgan,6.6
2026-07-14,TAP,Citigroup,6
2026-07-14,TSCO,UBS,9.3
2026-07-14,UHS,Wells Fargo,14.5
2026-07-14,UNH,TD Cowen,-0.2
2026-07-14,UNP,Raymond James,24.5
2026-07-14,VLO,Citigroup,0.9
2026-07-14,WAT,Goldman Sachs,14.4
2026-07-14,YUM,Citigroup,11.4
2026-07-15,ABNB,Jefferies,18.9
2026-07-15,ADI,Keybanc,32.1
2026-07-15,AMD,B of A Securities,11.5
2026-07-15,ATO,Barclays,3
2026-07-15,BAC,RBC Capital,6
2026-07-15,BAX,Goldman Sachs,-4.2
2026-07-15,C,RBC Capital,11.9
2026-07-15,CHRW,Susquehanna,13.2
2026-07-15,CMS,Barclays,7.5
2026-07-15,CNC,Truist Securities,16.5
2026-07-15,CSGP,Baird,21.3
2026-07-15,CSX,Benchmark,8.3
2026-07-15,CTVA,Mizuho,15.1
2026-07-15,CVS,Truist Securities,11.8
2026-07-15,DASH,Jefferies,19.6
2026-07-15,DASH,Keybanc,46.2
2026-07-15,DHI,Barclays,-5.8
2026-07-15,EBAY,Baird,10.3
2026-07-15,ELV,Truist Securities,20.9
2026-07-15,EW,Mizuho,17.7
2026-07-15,FSLR,Barclays,24.6
2026-07-15,GWW,Stephens & Co.,-1.1
2026-07-15,HAL,Piper Sandler,21.1
2026-07-15,HUM,Truist Securities,3.3
2026-07-15,IBM,Oppenheimer,58.4
2026-07-15,INTC,Keybanc,41.8
2026-07-15,INVH,Barclays,18.8
2026-07-15,JPM,Baird,-11.8
2026-07-15,JPM,RBC Capital,7
2026-07-15,LEN,Citigroup,4.9
2026-07-15,LLY,Citigroup,39.7
2026-07-15,LVS,Wells Fargo,18.2
2026-07-15,MLM,Raymond James,18.6
2026-07-15,MRVL,Keybanc,80.1
2026-07-15,MSFT,Mizuho,26.4
2026-07-15,MU,Keybanc,79.3
2026-07-15,NOW,Citigroup,46.5
2026-07-15,NSC,Susquehanna,10.6
2026-07-15,ODFL,Susquehanna,-1
2026-07-15,OXY,Stephens & Co.,26.5
2026-07-15,PNR,RBC Capital,27.6
2026-07-15,PNR,Seaport Global,
2026-07-15,PPL,Barclays,13.7
2026-07-15,RMD,Mizuho,13
2026-07-15,SWKS,Keybanc,
2026-07-15,TDG,Morgan Stanley,12
2026-07-15,TRMB,Wells Fargo,17.8
2026-07-15,TSCO,Barclays,16.2
2026-07-15,TSLA,Barclays,-7.4
2026-07-15,TSLA,Wells Fargo,-67.5
2026-07-15,UBER,Keybanc,44.8
2026-07-15,UDR,Barclays,14.3
2026-07-15,UNP,Susquehanna,15.5
2026-07-15,WFC,Baird,7.1
2026-07-16,AEE,JP Morgan,22.8
2026-07-16,AVY,Truist Securities,32.8
2026-07-16,AWK,Barclays,0.4
2026-07-16,BAC,Barclays,16.2
2026-07-16,BAC,"Keefe, Bruyette & Woods",12.9
2026-07-16,BAC,Truist Securities,4.9
2026-07-16,BAC,Wells Fargo,11.3
2026-07-16,BLK,UBS,18.8
2026-07-16,C,Truist Securities,14.3
2026-07-16,CB,Piper Sandler,10.6
2026-07-16,CBOE,Piper Sandler,15.2
2026-07-16,CHD,JP Morgan,7.1
2026-07-16,CHRW,Truist Securities,7.3
2026-07-16,CINF,Piper Sandler,13.5
2026-07-16,CME,Piper Sandler,20
2026-07-16,CMS,JP Morgan,14.8
2026-07-16,CNP,JP Morgan,9.9
2026-07-16,CTAS,RBC Capital,3.7
2026-07-16,CTAS,UBS,15.7
2026-07-16,CTAS,Wells Fargo,25.8
2026-07-16,DOC,Wells Fargo,0.9
2026-07-16,DTE,JP Morgan,10.3
2026-07-16,DUK,JP Morgan,13.1
2026-07-16,ELV,RBC Capital,7.5
2026-07-16,ELV,Wells Fargo,19.9
2026-07-16,ETR,JP Morgan,21.7
2026-07-16,EXPD,Stifel,-12.1
2026-07-16,EXPD,Truist Securities,-2.6
2026-07-16,GL,Piper Sandler,9.9
2026-07-16,GS,B of A Securities,13.3
2026-07-16,GS,Barclays,8.5
2026-07-16,GS,JP Morgan,-16.8
2026-07-16,GS,"Keefe, Bruyette & Woods",-1.5
2026-07-16,GS,Wells Fargo,15.5
2026-07-16,HAS,B of A Securities,30
2026-07-16,HIG,Piper Sandler,8.4
2026-07-16,IBM,Argus Research,34.1
2026-07-16,ICE,Piper Sandler,34.8
2026-07-16,ISRG,Truist Securities,29.4
2026-07-16,JBHT,JP Morgan,5.7
2026-07-16,JBHT,TD Cowen,0.3
2026-07-16,JBHT,Truist Securities,-0.3
2026-07-16,JNJ,Raymond James,6.5
2026-07-16,JNJ,RBC Capital,15.3
2026-07-16,JPM,B of A Securities,20.2
2026-07-16,JPM,Barclays,20.2
2026-07-16,JPM,"Keefe, Bruyette & Woods",9.9
2026-07-16,JPM,Truist Securities,0.8
2026-07-16,KHC,JP Morgan,-14.5
2026-07-16,KLAC,Oppenheimer,19.4
2026-07-16,KO,UBS,17.4
2026-07-16,MCD,Wells Fargo,12.5
2026-07-16,MNST,Stifel,7.1
2026-07-16,MS,JP Morgan,-14.6
2026-07-16,MS,Wells Fargo,5.2
2026-07-16,MTB,RBC Capital,1.6
2026-07-16,NRG,Wells Fargo,52.6
2026-07-16,ODFL,Truist Securities,9
2026-07-16,PG,JP Morgan,8.4
2026-07-16,PGR,B of A Securities,49.9
2026-07-16,PKG,Truist Securities,17.8
2026-07-16,PNC,Oppenheimer,10
2026-07-16,PNC,RBC Capital,6.9
2026-07-16,PNC,Truist Securities,3.4
2026-07-16,PNC,Wells Fargo,11.6
2026-07-16,PNR,Goldman Sachs,13.5
2026-07-16,PNR,Oppenheimer,48.2
2026-07-16,PSA,Raymond James,
2026-07-16,SO,JP Morgan,9.7
2026-07-16,TMUS,Scotiabank,28
2026-07-16,TRGP,Truist Securities,12.3
2026-07-16,TRV,Piper Sandler,18.2
2026-07-16,TSCO,Wells Fargo,14.8
2026-07-16,UNH,Baird,0.8
2026-07-16,WEC,JP Morgan,9.9
2026-07-16,WM,Scotiabank,10.2
2026-07-16,WTW,Piper Sandler,9.9
2026-07-16,WYNN,JP Morgan,37.7
2026-07-16,WYNN,Stifel,43.9
2026-07-16,XEL,JP Morgan,28.2
2026-07-17,ABT,JP Morgan,18.8
2026-07-17,ABT,Piper Sandler,16.8
2026-07-17,ABT,Wells Fargo,10.9
2026-07-17,APD,Bernstein,15.8
2026-07-17,BKR,Barclays,27.1
2026-07-17,BLK,B of A Securities,23.6
2026-07-17,BLK,Barclays,35.7
2026-07-17,BLK,JP Morgan,27.7
2026-07-17,BLK,"Keefe, Bruyette & Woods",21.7
2026-07-17,BLK,Morgan Stanley,39.3
2026-07-17,CF,RBC Capital,-4.1
2026-07-17,CFG,DA Davidson,15
2026-07-17,CFG,Jefferies,21.8
2026-07-17,CFG,Stephens & Co.,-5.3
2026-07-17,CMI,Morgan Stanley,20.8
2026-07-17,CTAS,B of A Securities,11
2026-07-17,CTAS,Baird,3.3
2026-07-17,DPZ,Morgan Stanley,11.8
2026-07-17,ELV,Barclays,22.9
2026-07-17,ELV,Guggenheim,22.4
2026-07-17,FAST,Barclays,-1.9
2026-07-17,FAST,Morgan Stanley,10.9
2026-07-17,GS,BMO Capital,7.3
2026-07-17,GS,Citigroup,12
2026-07-17,HAS,Jefferies,34.3
2026-07-17,HLT,Morgan Stanley,3
2026-07-17,IBM,Evercore ISI Group,15.9
2026-07-17,IBM,JP Morgan,15.9
2026-07-17,INTC,Susquehanna,24.8
2026-07-17,ISRG,JP Morgan,23.3
2026-07-17,ISRG,Mizuho,9.6
2026-07-17,ISRG,Piper Sandler,28.8
2026-07-17,ISRG,Raymond James,32.3
2026-07-17,ISRG,Wells Fargo,33.4
2026-07-17,IVZ,Morgan Stanley,0.8
2026-07-17,JBHT,Citigroup,4.3
2026-07-17,JBHT,Evercore ISI Group,10.7
2026-07-17,JBHT,Stephens & Co.,24.8
2026-07-17,JBHT,Susquehanna,16.4
2026-07-17,JNJ,Morgan Stanley,16.4
2026-07-17,MAR,Morgan Stanley,2.4
2026-07-17,MCD,Tigress Financial,41.8
2026-07-17,MS,Barclays,22.2
2026-07-17,MS,BMO Capital,16.6
2026-07-17,MS,Freedom Broker,14.3
2026-07-17,MS,"Keefe, Bruyette & Woods",16.6
2026-07-17,MTB,Baird,-0.9
2026-07-17,MTB,Barclays,5.8
2026-07-17,NFLX,JP Morgan,29.8
2026-07-17,NFLX,Morgan Stanley,26.8
2026-07-17,NFLX,Oppenheimer,29.8
2026-07-17,NI,BMO Capital,5.4
2026-07-17,OXY,Citigroup,9.8
2026-07-17,PGR,BMO Capital,-1.9
2026-07-17,PGR,Evercore ISI Group,10.1
2026-07-17,PLD,Barclays,4
2026-07-17,PLD,Mizuho,6
2026-07-17,PNC,Barclays,11.7
2026-07-17,PNC,Stephens & Co.,8.2
2026-07-17,PNR,Stifel,0.1
2026-07-17,STT,"Keefe, Bruyette & Woods",18.5
2026-07-17,STT,Morgan Stanley,7.5
2026-07-17,STT,Wells Fargo,18.5
2026-07-17,SYY,Morgan Stanley,5.9
2026-07-17,UAL,JP Morgan,75.6
2026-07-17,UBER,TD Cowen,61.1
2026-07-17,UNH,Keybanc,17.2
2026-07-17,UNH,Morgan Stanley,24
2026-07-17,UNH,Oppenheimer,17.2
2026-07-17,USB,Oppenheimer,20.1
2026-07-17,USB,Wells Fargo,7.6
2026-07-17,WRB,B of A Securities,-4.5
2026-07-17,WY,RBC Capital,21.8
2026-07-17,XYZ,Citigroup,45.2
2026-07-18,ABT,Evercore ISI Group,18.8
2026-07-18,ABT,RBC Capital,28.7
2026-07-18,BAC,Evercore ISI Group,9.4
2026-07-18,CFG,Evercore ISI Group,15
2026-07-18,CFG,RBC Capital,6.9
2026-07-18,ECL,Oppenheimer,15.3
2026-07-18,EMR,JP Morgan,13.5
2026-07-18,GE,RBC Capital,15.3
2026-07-18,GE,UBS,25.4
2026-07-18,GS,Evercore ISI Group,12.9
2026-07-18,ISRG,Baird,37
2026-07-18,ISRG,Bernstein,87.7
2026-07-18,ISRG,Citigroup,37
2026-07-18,ISRG,Evercore ISI Group,2.7
2026-07-18,ISRG,RBC Capital,57.5
2026-07-18,ISRG,Stifel,50.7
2026-07-18,JPM,Evercore ISI Group,8.5
2026-07-18,MAR,Stifel,-1.7
2026-07-18,MMM,JP Morgan,10
2026-07-18,MS,Citigroup,9.6
2026-07-18,MS,Evercore ISI Group,11.9
2026-07-18,NFLX,Guggenheim,14.5
2026-07-18,NFLX,Pivotal Research,6.9
2026-07-18,NFLX,TD Cowen,52.7
2026-07-18,NFLX,UBS,75.6
2026-07-18,PNC,Evercore ISI Group,12.1
2026-07-18,PPG,B of A Securities,11.5
2026-07-18,SBAC,Wells Fargo,11.1
2026-07-18,SPGI,Stifel,14.2
2026-07-18,STT,Barclays,10.2
2026-07-18,STT,Citigroup,15.8
2026-07-18,STT,RBC Capital,8
2026-07-18,STT,Truist Securities,5.3
2026-07-18,TSCO,Raymond James,27.8
2026-07-18,UAL,Susquehanna,42.7
2026-07-18,UNH,RBC Capital,12
2026-07-18,UNH,Truist Securities,17.2
2026-07-18,UNH,UBS,14.8
2026-07-18,USB,Barclays,17
2026-07-18,USB,DA Davidson,15.4
2026-07-18,USB,Truist Securities,7.6
2026-07-20,AIG,JP Morgan,12.4
2026-07-20,CTVA,B of A Securities,10.6
2026-07-20,DOW,Morgan Stanley,31.1
2026-07-20,GE,JP Morgan,13.1
2026-07-20,HIG,JP Morgan,8.3
2026-07-20,IBM,Stifel,11.9
2026-07-20,IR,Stifel,2.3
2026-07-20,JPM,Citigroup,5.3
2026-07-20,LITE,Barclays,30.9
2026-07-20,LVS,B of A Securities,32
2026-07-20,LYB,Morgan Stanley,22.2
2026-07-20,MCO,JP Morgan,18.1
2026-07-20,NVR,B of A Securities,10.6
2026-07-20,PEG,Jefferies,-0.5
2026-07-20,PNC,Citigroup,15.2
2026-07-20,PPL,B of A Securities,8.5
2026-07-20,RF,Citigroup,14.2
2026-07-20,RF,DA Davidson,7.9
2026-07-20,TER,UBS,49.2
2026-07-20,TMUS,RBC Capital,20.5
2026-07-20,TRV,Citigroup,4.7
2026-07-21,APO,Morgan Stanley,37.4
2026-07-21,CPT,Piper Sandler,5.6
2026-07-21,DDOG,Evercore ISI Group,8.3
2026-07-21,DIS,UBS,38.5
2026-07-21,DPZ,Evercore ISI Group,14.5
2026-07-21,DPZ,Oppenheimer,26.8
2026-07-21,DPZ,RBC Capital,6.9
2026-07-21,DVN,Susquehanna,42.7
2026-07-21,EOG,Susquehanna,19.6
2026-07-21,ESS,Piper Sandler,19.7
2026-07-21,FANG,Susquehanna,29.4
2026-07-21,FITB,DA Davidson,12.9
2026-07-21,FITB,"Keefe, Bruyette & Woods",4.2
2026-07-21,FITB,RBC Capital,7.7
2026-07-21,FRT,Piper Sandler,18.2
2026-07-21,GL,JP Morgan,8.7
2026-07-21,GPN,Morgan Stanley,22
2026-07-21,HLT,Evercore ISI Group,12.9
2026-07-21,HLT,JP Morgan,11.4
2026-07-21,HST,JP Morgan,3.4
2026-07-21,KIM,Piper Sandler,18.7
2026-07-21,KKR,Morgan Stanley,51.5
2026-07-21,LRCX,Evercore ISI Group,8.2
2026-07-21,LYV,JP Morgan,15.5
2026-07-21,MAR,JP Morgan,7.9
2026-07-21,MAR,TD Cowen,13.3
2026-07-21,MCHP,Wells Fargo,5.8
2026-07-21,META,Raymond James,29.9
2026-07-21,MNST,BMO Capital,-1.1
2026-07-21,MNST,Deutsche Bank,2
2026-07-21,MTB,Truist Securities,7.2
2026-07-21,OKE,RBC Capital,-3.8
2026-07-21,PLD,Truist Securities,9.4
2026-07-21,PWR,JP Morgan,11.8
