date,symbol,yahoo_average_projected,yahoo_std_projected,yahoo_analyst_projections_count,yahoo_projections
2026-07-15,XEL,13.9,,1,Barclays:13.9
2026-07-15,XYZ,31.6,,1,Barclays:31.6
2026-07-15,YUM,11.4,,1,Citigroup:11.4
2026-07-16,AAPL,15.1,,1,Citigroup:15.1
2026-07-16,ABBV,3.6,,1,RBC Capital:3.6
2026-07-16,ABNB,18.9,,1,Jefferies:18.9
2026-07-16,ADI,32.1,,1,Keybanc:32.1
2026-07-16,AEE,9.0667,12.1332,3,Barclays:4.6|B of A Securities:-0.2|JP Morgan:22.8
2026-07-16,AFL,-9.05,3.6062,2,Jefferies:-11.6|Evercore ISI Group:-6.5
2026-07-16,AMCR,19,,1,B of A Securities:19
2026-07-16,AMD,14.1,3.677,2,Stifel:16.7|B of A Securities:11.5
2026-07-16,AME,4.6,,1,Morgan Stanley:4.6
2026-07-16,AMP,12.075,15.6283,4,Jefferies:26.8|Morgan Stanley:-3.9|Evercore ISI Group:24.1|Piper Sandler:1.3
2026-07-16,AON,14.4,,1,JP Morgan:14.4
2026-07-16,APH,14.5,,1,B of A Securities:14.5
2026-07-16,APO,18.6,17.8191,2,BMO Capital:6|Piper Sandler:31.2
2026-07-16,ATO,7.2,5.9397,2,Wells Fargo:11.4|Barclays:3
2026-07-16,AVY,32.1,0.9899,2,B of A Securities:31.4|Truist Securities:32.8
2026-07-16,AWK,0.4,,1,Barclays:0.4
2026-07-16,AXP,12.3,1.4142,2,B of A Securities:11.3|JP Morgan:13.3
2026-07-16,BAC,10.26,4.749,5,RBC Capital:6|Barclays:16.2|Keefe; Bruyette & Woods:12.9|Truist Securities:4.9|Wells Fargo:11.3
2026-07-16,BAX,-4.2,,1,Goldman Sachs:-4.2
2026-07-16,BBY,0.4,,1,Loop Capital:0.4
2026-07-16,BIIB,17.3,,1,Truist Securities:17.3
2026-07-16,BLK,18.8,,1,UBS:18.8
2026-07-16,BMY,14.2,,1,B of A Securities:14.2
2026-07-16,BX,13.8,,1,Evercore ISI Group:13.8
2026-07-16,C,13.1,1.6971,2,RBC Capital:11.9|Truist Securities:14.3
2026-07-16,CARR,15.8,,1,Citigroup:15.8
2026-07-16,CAT,16.25,2.0506,2,Oppenheimer:17.7|Citigroup:14.8
2026-07-16,CB,8.9,2.4042,2,Evercore ISI Group:7.2|Piper Sandler:10.6
2026-07-16,CBOE,15.2,,1,Piper Sandler:15.2
2026-07-16,CDW,0,,1,Citigroup:0
2026-07-16,CHD,7.1,,1,JP Morgan:7.1
2026-07-16,CHRW,10.25,4.1719,2,Susquehanna:13.2|Truist Securities:7.3
2026-07-16,CINF,13.5,,1,Piper Sandler:13.5
2026-07-16,CL,18.3,,1,Citigroup:18.3
2026-07-16,CME,16.1,5.5154,2,Barclays:12.2|Piper Sandler:20
2026-07-16,CMG,23,,1,Citigroup:23
2026-07-16,CMI,15.6,,1,Citigroup:15.6
2026-07-16,CMS,11.15,5.1619,2,Barclays:7.5|JP Morgan:14.8
2026-07-16,CNC,16.5,,1,Truist Securities:16.5
2026-07-16,CNP,9.9,,1,JP Morgan:9.9
2026-07-16,COF,17.15,3.7477,2,B of A Securities:14.5|JP Morgan:19.8
2026-07-16,COST,20.4,,1,JP Morgan:20.4
2026-07-16,CRL,0.7,,1,Mizuho:0.7
2026-07-16,CSGP,19.5,2.5456,2,RBC Capital:17.7|Baird:21.3
2026-07-16,CSX,8.3,,1,Benchmark:8.3
2026-07-16,CTAS,15.0667,11.0636,3,RBC Capital:3.7|UBS:15.7|Wells Fargo:25.8
2026-07-16,CTSH,23.5,,1,Baird:23.5
2026-07-16,CTVA,15.1,,1,Mizuho:15.1
2026-07-16,CVS,11.8,,1,Truist Securities:11.8
2026-07-16,DAL,28,2.2627,2,JP Morgan:29.6|Citigroup:26.4
2026-07-16,DASH,32.9,18.809,2,Jefferies:19.6|Keybanc:46.2
2026-07-16,DECK,19.7,,1,Jefferies:19.7
2026-07-16,DHI,-5.8,,1,Barclays:-5.8
2026-07-16,DOC,0.9,,1,Wells Fargo:0.9
2026-07-16,DTE,10.3,,1,JP Morgan:10.3
2026-07-16,DUK,13.1,,1,JP Morgan:13.1
2026-07-16,DVA,16.9,,1,UBS:16.9
2026-07-16,EBAY,10.3,,1,Baird:10.3
2026-07-16,ELV,13.725,7.7272,4,TD Cowen:6.6|Truist Securities:20.9|RBC Capital:7.5|Wells Fargo:19.9
2026-07-16,ETR,21.7,,1,JP Morgan:21.7
2026-07-16,EW,18.45,1.0607,2,RBC Capital:19.2|Mizuho:17.7
2026-07-16,EXPD,-7.35,6.7175,2,Stifel:-12.1|Truist Securities:-2.6
2026-07-16,EXR,16.95,4.4548,2,UBS:13.8|Barclays:20.1
2026-07-16,F,2.7,,1,Barclays:2.7
2026-07-16,FCX,30,3.5355,2,B of A Securities:32.5|JP Morgan:27.5
2026-07-16,FSLR,21.05,5.0205,2,Susquehanna:17.5|Barclays:24.6
2026-07-16,GL,0.1,8.8199,3,Jefferies:-7.2|Evercore ISI Group:-2.4|Piper Sandler:9.9
2026-07-16,GOOGL,24.5,,1,Keybanc:24.5
2026-07-16,GPN,25.6,,1,Wells Fargo:25.6
2026-07-16,GS,3.8,13.2446,5,B of A Securities:13.3|Barclays:8.5|JP Morgan:-16.8|Keefe; Bruyette & Woods:-1.5|Wells Fargo:15.5
2026-07-16,GWW,-1.1,,1,Stephens & Co.:-1.1
2026-07-16,HAL,21.1,,1,Piper Sandler:21.1
2026-07-16,HAS,30.25,0.3536,2,Citigroup:30.5|B of A Securities:30
2026-07-16,HIG,6.9,2.1213,2,Evercore ISI Group:5.4|Piper Sandler:8.4
2026-07-16,HII,25.3,,1,TD Cowen:25.3
2026-07-16,HRL,2.5,,1,Stephens & Co.:2.5
2026-07-16,HUM,12.85,13.5057,2,Wells Fargo:22.4|Truist Securities:3.3
2026-07-16,IBM,46.25,17.1827,2,Oppenheimer:58.4|Argus Research:34.1
2026-07-16,ICE,27.2,10.748,2,Morgan Stanley:19.6|Piper Sandler:34.8
2026-07-16,INTC,25.15,23.5467,2,TD Cowen:8.5|Keybanc:41.8
2026-07-16,INVH,18.8,,1,Barclays:18.8
2026-07-16,IQV,12.2,,1,Mizuho:12.2
2026-07-16,ISRG,29.4,,1,Truist Securities:29.4
2026-07-16,IT,27.5,,1,Morgan Stanley:27.5
2026-07-16,JBHT,2.24,8.5754,5,Bernstein:14.4|Stifel:-8.9|JP Morgan:5.7|TD Cowen:0.3|Truist Securities:-0.3
2026-07-16,JNJ,7.6333,7.1675,3,B of A Securities:1.1|Raymond James:6.5|RBC Capital:15.3
2026-07-16,JPM,7.7167,12.2122,6,Baird:-11.8|RBC Capital:7|B of A Securities:20.2|Barclays:20.2|Keefe; Bruyette & Woods:9.9|Truist Securities:0.8
2026-07-16,KDP,18.4,,1,Citigroup:18.4
2026-07-16,KHC,-14.5,,1,JP Morgan:-14.5
2026-07-16,KKR,18.5,,1,Evercore ISI Group:18.5
2026-07-16,KLAC,19.4,,1,Oppenheimer:19.4
2026-07-16,KO,15.8,1.4,3,B of A Securities:14.8|Citigroup:15.2|UBS:17.4
2026-07-16,LDOS,47.25,0.495,2,Truist Securities:46.9|JP Morgan:47.6
2026-07-16,LEN,4.9,,1,Citigroup:4.9
2026-07-16,LH,18.65,4.5962,2,B of A Securities:15.4|Baird:21.9
2026-07-16,LIN,0,,1,Evercore ISI Group:0
2026-07-16,LLY,30.25,13.3643,2,UBS:20.8|Citigroup:39.7
2026-07-16,LMT,6.7,,1,TD Cowen:6.7
2026-07-16,LRCX,24.5,,1,Stifel:24.5
2026-07-16,LVS,36.95,26.5165,2,Citigroup:55.7|Wells Fargo:18.2
2026-07-16,MCD,12.5,,1,Wells Fargo:12.5
2026-07-16,MCO,17,,1,Barclays:17
2026-07-16,MET,11.6,0.4243,2,Jefferies:11.9|Evercore ISI Group:11.3
2026-07-16,MGM,2.6,,1,Barclays:2.6
2026-07-16,MLM,18.6,,1,Raymond James:18.6
2026-07-16,MNST,11.4,6.0811,2,Citigroup:15.7|Stifel:7.1
2026-07-16,MRK,13.3,,1,JP Morgan:13.3
2026-07-16,MRVL,80.1,,1,Keybanc:80.1
2026-07-16,MS,-4.7,14.0007,2,JP Morgan:-14.6|Wells Fargo:5.2
2026-07-16,MSCI,19.4,0.5657,2,B of A Securities:19|Barclays:19.8
2026-07-16,MSFT,28.95,3.6062,2,Argus Research:31.5|Mizuho:26.4
2026-07-16,MTB,1.6,,1,RBC Capital:1.6
2026-07-16,MU,79.3,,1,Keybanc:79.3
2026-07-16,NCLH,-17.9,,1,Goldman Sachs:-17.9
2026-07-16,NDAQ,26.6,,1,Morgan Stanley:26.6
2026-07-16,NEE,6,,1,B of A Securities:6
2026-07-16,NEM,40.7,,1,B of A Securities:40.7
2026-07-16,NOC,-0.7,,1,Goldman Sachs:-0.7
2026-07-16,NOW,46.5,,1,Citigroup:46.5
2026-07-16,NRG,52.6,,1,Wells Fargo:52.6
2026-07-16,NSC,10.6,,1,Susquehanna:10.6
2026-07-16,NUE,25.6,,1,B of A Securities:25.6
2026-07-16,NXPI,9.4,,1,B of A Securities:9.4
2026-07-16,ODFL,3.9,5.003,3,Raymond James:3.7|Susquehanna:-1|Truist Securities:9
2026-07-16,OXY,26.5,,1,Stephens & Co.:26.5
2026-07-16,PEP,10.7667,6.3868,6,Jefferies:11.9|Citigroup:6.7|Morgan Stanley:17.8|RBC Capital:18.5|TD Cowen:6.7|Wells Fargo:3
2026-07-16,PFE,14.95,11.5258,2,B of A Securities:6.8|BMO Capital:23.1
2026-07-16,PFG,-1.8,,1,Keefe; Bruyette & Woods:-1.8
2026-07-16,PG,10.6,3.1113,2,B of A Securities:12.8|JP Morgan:8.4
2026-07-16,PGR,49.9,,1,B of A Securities:49.9
2026-07-16,PKG,13.4,6.2225,2,Wells Fargo:9|Truist Securities:17.8
2026-07-16,PNC,7.975,3.6207,4,Oppenheimer:10|RBC Capital:6.9|Truist Securities:3.4|Wells Fargo:11.6
2026-07-16,PNR,29.7667,17.4512,3,RBC Capital:27.6|Goldman Sachs:13.5|Oppenheimer:48.2
2026-07-16,PPL,13.7,,1,Barclays:13.7
2026-07-16,PRU,-5.6667,0.4041,3,Mizuho:-6.1|Jefferies:-5.3|Evercore ISI Group:-5.6
2026-07-16,PWR,18.4,,1,Jefferies:18.4
2026-07-16,Q,29.6,,1,RBC Capital:29.6
2026-07-16,RJF,2.4,,1,Morgan Stanley:2.4
2026-07-16,RMD,14.1667,6.9241,3,Jefferies:7.9|Citigroup:21.6|Mizuho:13
2026-07-16,RSG,18,,1,Citigroup:18
2026-07-16,SBAC,15,,1,RBC Capital:15
2026-07-16,SLB,28.7,,1,Raymond James:28.7
2026-07-16,SO,9.7,,1,JP Morgan:9.7
2026-07-16,SRE,8.9,,1,Barclays:8.9
2026-07-16,STLD,17.1,,1,B of A Securities:17.1
2026-07-16,SYF,6.6,,1,JP Morgan:6.6
2026-07-16,TAP,6,,1,Citigroup:6
2026-07-16,TDG,12,,1,Morgan Stanley:12
2026-07-16,TEL,15.2,,1,Citigroup:15.2
2026-07-16,TMUS,28,,1,Scotiabank:28
2026-07-16,TRGP,13.75,2.0506,2,JP Morgan:15.2|Truist Securities:12.3
2026-07-16,TRMB,17.8,,1,Wells Fargo:17.8
2026-07-16,TRV,18.2,,1,Piper Sandler:18.2
2026-07-16,TSCO,13.4333,3.6474,3,UBS:9.3|Barclays:16.2|Wells Fargo:14.8
2026-07-16,TSLA,-25.3333,36.653,3,Jefferies:-1.1|Barclays:-7.4|Wells Fargo:-67.5
2026-07-16,TXT,15.9,,1,TD Cowen:15.9
2026-07-16,UBER,44.8,,1,Keybanc:44.8
2026-07-16,UDR,14.3,,1,Barclays:14.3
2026-07-16,UHS,14.5,,1,Wells Fargo:14.5
2026-07-16,UNH,4.7667,7.7526,3,Wells Fargo:13.7|TD Cowen:-0.2|Baird:0.8
2026-07-16,UNP,20,6.364,2,Raymond James:24.5|Susquehanna:15.5
2026-07-16,VLO,0.9,,1,Citigroup:0.9
2026-07-16,VRTX,20.3,,1,UBS:20.3
2026-07-16,WAT,14.4,,1,Goldman Sachs:14.4
2026-07-16,WDC,29.4,,1,Wells Fargo:29.4
2026-07-16,WEC,9.9,,1,JP Morgan:9.9
2026-07-16,WFC,7.1,,1,Baird:7.1
2026-07-16,WM,13,3.9598,2,Citigroup:15.8|Scotiabank:10.2
2026-07-16,WRB,-5.2,,1,Evercore ISI Group:-5.2
2026-07-16,WTW,9.9,,1,Piper Sandler:9.9
2026-07-16,WY,31.2,,1,Raymond James:31.2
2026-07-16,WYNN,40.8,4.3841,2,JP Morgan:37.7|Stifel:43.9
2026-07-16,XEL,21.05,10.1116,2,Barclays:13.9|JP Morgan:28.2
2026-07-16,YUM,11.4,,1,Citigroup:11.4
2026-07-17,AAPL,15.1,,1,Citigroup:15.1
2026-07-17,ABBV,3.6,,1,RBC Capital:3.6
2026-07-17,ABNB,18.9,,1,Jefferies:18.9
2026-07-17,ABT,15.5,4.1073,3,JP Morgan:18.8|Piper Sandler:16.8|Wells Fargo:10.9
2026-07-17,ADI,32.1,,1,Keybanc:32.1
2026-07-17,AEE,11.3,16.2635,2,B of A Securities:-0.2|JP Morgan:22.8
2026-07-17,AFL,-6.5,,1,Evercore ISI Group:-6.5
2026-07-17,AMCR,19,,1,B of A Securities:19
2026-07-17,AMD,14.1,3.677,2,Stifel:16.7|B of A Securities:11.5
2026-07-17,AME,4.6,,1,Morgan Stanley:4.6
2026-07-17,AMP,12.075,15.6283,4,Jefferies:26.8|Morgan Stanley:-3.9|Evercore ISI Group:24.1|Piper Sandler:1.3
2026-07-17,AON,14.4,,1,JP Morgan:14.4
2026-07-17,APD,15.8,,1,Bernstein:15.8
2026-07-17,APO,18.6,17.8191,2,BMO Capital:6|Piper Sandler:31.2
2026-07-17,ATO,7.2,5.9397,2,Wells Fargo:11.4|Barclays:3
2026-07-17,AVY,32.1,0.9899,2,B of A Securities:31.4|Truist Securities:32.8
2026-07-17,AWK,0.4,,1,Barclays:0.4
2026-07-17,AXP,13.3,,1,JP Morgan:13.3
2026-07-17,BAC,10.26,4.749,5,RBC Capital:6|Barclays:16.2|Keefe; Bruyette & Woods:12.9|Truist Securities:4.9|Wells Fargo:11.3
2026-07-17,BAX,-4.2,,1,Goldman Sachs:-4.2
2026-07-17,BBY,0.4,,1,Loop Capital:0.4
2026-07-17,BIIB,17.3,,1,Truist Securities:17.3
2026-07-17,BKR,27.1,,1,Barclays:27.1
2026-07-17,BLK,27.8,8.1304,6,UBS:18.8|B of A Securities:23.6|Barclays:35.7|JP Morgan:27.7|Keefe; Bruyette & Woods:21.7|Morgan Stanley:39.3
2026-07-17,BX,13.8,,1,Evercore ISI Group:13.8
2026-07-17,C,13.1,1.6971,2,RBC Capital:11.9|Truist Securities:14.3
2026-07-17,CARR,15.8,,1,Citigroup:15.8
2026-07-17,CAT,16.25,2.0506,2,Oppenheimer:17.7|Citigroup:14.8
2026-07-17,CB,10.6,,1,Piper Sandler:10.6
2026-07-17,CBOE,15.2,,1,Piper Sandler:15.2
2026-07-17,CDW,0,,1,Citigroup:0
2026-07-17,CF,-4.1,,1,RBC Capital:-4.1
2026-07-17,CFG,10.5,14.0993,3,DA Davidson:15|Jefferies:21.8|Stephens & Co.:-5.3
2026-07-17,CHD,7.1,,1,JP Morgan:7.1
2026-07-17,CHRW,10.25,4.1719,2,Susquehanna:13.2|Truist Securities:7.3
2026-07-17,CINF,13.5,,1,Piper Sandler:13.5
2026-07-17,CL,18.3,,1,Citigroup:18.3
2026-07-17,CME,20,,1,Piper Sandler:20
2026-07-17,CMG,23,,1,Citigroup:23
2026-07-17,CMI,18.2,3.677,2,Citigroup:15.6|Morgan Stanley:20.8
2026-07-17,CMS,11.15,5.1619,2,Barclays:7.5|JP Morgan:14.8
2026-07-17,CNC,16.5,,1,Truist Securities:16.5
2026-07-17,CNP,9.9,,1,JP Morgan:9.9
2026-07-17,COF,19.8,,1,JP Morgan:19.8
2026-07-17,CRL,0.7,,1,Mizuho:0.7
2026-07-17,CSGP,19.5,2.5456,2,RBC Capital:17.7|Baird:21.3
2026-07-17,CSX,8.3,,1,Benchmark:8.3
2026-07-17,CTAS,11.9,9.3496,5,RBC Capital:3.7|UBS:15.7|Wells Fargo:25.8|B of A Securities:11|Baird:3.3
2026-07-17,CTSH,23.5,,1,Baird:23.5
2026-07-17,CTVA,15.1,,1,Mizuho:15.1
2026-07-17,CVS,11.8,,1,Truist Securities:11.8
2026-07-17,DAL,28,2.2627,2,JP Morgan:29.6|Citigroup:26.4
2026-07-17,DASH,32.9,18.809,2,Jefferies:19.6|Keybanc:46.2
2026-07-17,DECK,19.7,,1,Jefferies:19.7
2026-07-17,DHI,-5.8,,1,Barclays:-5.8
2026-07-17,DOC,0.9,,1,Wells Fargo:0.9
2026-07-17,DPZ,11.8,,1,Morgan Stanley:11.8
2026-07-17,DTE,10.3,,1,JP Morgan:10.3
2026-07-17,DUK,13.1,,1,JP Morgan:13.1
2026-07-17,EBAY,10.3,,1,Baird:10.3
2026-07-17,ELV,16.7,7.5559,6,TD Cowen:6.6|Truist Securities:20.9|RBC Capital:7.5|Wells Fargo:19.9|Barclays:22.9|Guggenheim:22.4
2026-07-17,ETR,21.7,,1,JP Morgan:21.7
2026-07-17,EW,18.45,1.0607,2,RBC Capital:19.2|Mizuho:17.7
2026-07-17,EXPD,-7.35,6.7175,2,Stifel:-12.1|Truist Securities:-2.6
2026-07-17,EXR,20.1,,1,Barclays:20.1
2026-07-17,FAST,4.5,9.051,2,Barclays:-1.9|Morgan Stanley:10.9
2026-07-17,FSLR,21.05,5.0205,2,Susquehanna:17.5|Barclays:24.6
2026-07-17,GL,0.1,8.8199,3,Jefferies:-7.2|Evercore ISI Group:-2.4|Piper Sandler:9.9
2026-07-17,GOOGL,24.5,,1,Keybanc:24.5
2026-07-17,GS,5.4714,11.2666,7,B of A Securities:13.3|Barclays:8.5|JP Morgan:-16.8|Keefe; Bruyette & Woods:-1.5|Wells Fargo:15.5|BMO Capital:7.3|Citigroup:12
2026-07-17,GWW,-1.1,,1,Stephens & Co.:-1.1
2026-07-17,HAL,21.1,,1,Piper Sandler:21.1
2026-07-17,HAS,32.15,3.0406,2,B of A Securities:30|Jefferies:34.3
2026-07-17,HIG,8.4,,1,Piper Sandler:8.4
2026-07-17,HII,25.3,,1,TD Cowen:25.3
2026-07-17,HLT,3,,1,Morgan Stanley:3
2026-07-17,HUM,12.85,13.5057,2,Wells Fargo:22.4|Truist Securities:3.3
2026-07-17,IBM,31.075,20.1359,4,Oppenheimer:58.4|Argus Research:34.1|Evercore ISI Group:15.9|JP Morgan:15.9
2026-07-17,ICE,27.2,10.748,2,Morgan Stanley:19.6|Piper Sandler:34.8
2026-07-17,INTC,25.0333,16.6512,3,TD Cowen:8.5|Keybanc:41.8|Susquehanna:24.8
2026-07-17,INVH,18.8,,1,Barclays:18.8
2026-07-17,IQV,12.2,,1,Mizuho:12.2
2026-07-17,ISRG,26.1333,8.8317,6,Truist Securities:29.4|JP Morgan:23.3|Mizuho:9.6|Piper Sandler:28.8|Raymond James:32.3|Wells Fargo:33.4
2026-07-17,IT,27.5,,1,Morgan Stanley:27.5
2026-07-17,IVZ,0.8,,1,Morgan Stanley:0.8
2026-07-17,JBHT,7.4889,10.1948,9,Bernstein:14.4|Stifel:-8.9|JP Morgan:5.7|TD Cowen:0.3|Truist Securities:-0.3|Citigroup:4.3|Evercore ISI Group:10.7|Stephens & Co.:24.8|Susquehanna:16.4
2026-07-17,JNJ,12.7333,5.4262,3,Raymond James:6.5|RBC Capital:15.3|Morgan Stanley:16.4
2026-07-17,JPM,7.7167,12.2122,6,Baird:-11.8|RBC Capital:7|B of A Securities:20.2|Barclays:20.2|Keefe; Bruyette & Woods:9.9|Truist Securities:0.8
2026-07-17,KDP,18.4,,1,Citigroup:18.4
2026-07-17,KHC,-14.5,,1,JP Morgan:-14.5
2026-07-17,KKR,18.5,,1,Evercore ISI Group:18.5
2026-07-17,KLAC,19.4,,1,Oppenheimer:19.4
2026-07-17,KO,16.3,1.5556,2,Citigroup:15.2|UBS:17.4
2026-07-17,LDOS,47.6,,1,JP Morgan:47.6
2026-07-17,LEN,4.9,,1,Citigroup:4.9
2026-07-17,LH,18.65,4.5962,2,B of A Securities:15.4|Baird:21.9
2026-07-17,LLY,30.25,13.3643,2,UBS:20.8|Citigroup:39.7
2026-07-17,LMT,6.7,,1,TD Cowen:6.7
2026-07-17,LRCX,24.5,,1,Stifel:24.5
2026-07-17,LVS,36.95,26.5165,2,Citigroup:55.7|Wells Fargo:18.2
2026-07-17,MAR,2.4,,1,Morgan Stanley:2.4
2026-07-17,MCD,27.15,20.7182,2,Wells Fargo:12.5|Tigress Financial:41.8
2026-07-17,MCO,17,,1,Barclays:17
2026-07-17,MET,11.6,0.4243,2,Jefferies:11.9|Evercore ISI Group:11.3
2026-07-17,MLM,18.6,,1,Raymond James:18.6
2026-07-17,MNST,11.4,6.0811,2,Citigroup:15.7|Stifel:7.1
2026-07-17,MRK,13.3,,1,JP Morgan:13.3
2026-07-17,MRVL,80.1,,1,Keybanc:80.1
2026-07-17,MS,10.05,13.2863,6,JP Morgan:-14.6|Wells Fargo:5.2|Barclays:22.2|BMO Capital:16.6|Freedom Broker:14.3|Keefe; Bruyette & Woods:16.6
2026-07-17,MSCI,19.4,0.5657,2,B of A Securities:19|Barclays:19.8
2026-07-17,MSFT,26.4,,1,Mizuho:26.4
2026-07-17,MTB,2.1667,3.3858,3,RBC Capital:1.6|Baird:-0.9|Barclays:5.8
2026-07-17,MU,79.3,,1,Keybanc:79.3
2026-07-17,NCLH,-17.9,,1,Goldman Sachs:-17.9
2026-07-17,NDAQ,26.6,,1,Morgan Stanley:26.6
2026-07-17,NEE,6,,1,B of A Securities:6
2026-07-17,NFLX,28.8,1.7321,3,JP Morgan:29.8|Morgan Stanley:26.8|Oppenheimer:29.8
2026-07-17,NI,5.4,,1,BMO Capital:5.4
2026-07-17,NOC,-0.7,,1,Goldman Sachs:-0.7
2026-07-17,NOW,46.5,,1,Citigroup:46.5
2026-07-17,NRG,52.6,,1,Wells Fargo:52.6
2026-07-17,NSC,10.6,,1,Susquehanna:10.6
2026-07-17,NXPI,9.4,,1,B of A Securities:9.4
2026-07-17,ODFL,3.9,5.003,3,Raymond James:3.7|Susquehanna:-1|Truist Securities:9
2026-07-17,OXY,18.15,11.8087,2,Stephens & Co.:26.5|Citigroup:9.8
2026-07-17,PEP,10.54,7.1136,5,Citigroup:6.7|Morgan Stanley:17.8|RBC Capital:18.5|TD Cowen:6.7|Wells Fargo:3
2026-07-17,PFE,23.1,,1,BMO Capital:23.1
2026-07-17,PFG,-1.8,,1,Keefe; Bruyette & Woods:-1.8
2026-07-17,PG,10.6,3.1113,2,B of A Securities:12.8|JP Morgan:8.4
2026-07-17,PGR,19.3667,27.1148,3,B of A Securities:49.9|BMO Capital:-1.9|Evercore ISI Group:10.1
2026-07-17,PKG,17.8,,1,Truist Securities:17.8
2026-07-17,PLD,5,1.4142,2,Barclays:4|Mizuho:6
2026-07-17,PNC,8.6333,3.1829,6,Oppenheimer:10|RBC Capital:6.9|Truist Securities:3.4|Wells Fargo:11.6|Barclays:11.7|Stephens & Co.:8.2
2026-07-17,PNR,22.35,20.5683,4,RBC Capital:27.6|Goldman Sachs:13.5|Oppenheimer:48.2|Stifel:0.1
2026-07-17,PPL,13.7,,1,Barclays:13.7
2026-07-17,PRU,-5.45,0.2121,2,Jefferies:-5.3|Evercore ISI Group:-5.6
2026-07-17,Q,29.6,,1,RBC Capital:29.6
2026-07-17,RJF,2.4,,1,Morgan Stanley:2.4
2026-07-17,RMD,17.3,6.0811,2,Citigroup:21.6|Mizuho:13
2026-07-17,SBAC,15,,1,RBC Capital:15
2026-07-17,SO,9.7,,1,JP Morgan:9.7
2026-07-17,STT,14.8333,6.3509,3,Keefe; Bruyette & Woods:18.5|Morgan Stanley:7.5|Wells Fargo:18.5
2026-07-17,SYF,6.6,,1,JP Morgan:6.6
2026-07-17,SYY,5.9,,1,Morgan Stanley:5.9
2026-07-17,TAP,6,,1,Citigroup:6
2026-07-17,TDG,12,,1,Morgan Stanley:12
2026-07-17,TEL,15.2,,1,Citigroup:15.2
2026-07-17,TMUS,28,,1,Scotiabank:28
2026-07-17,TRGP,12.3,,1,Truist Securities:12.3
2026-07-17,TRMB,17.8,,1,Wells Fargo:17.8
2026-07-17,TRV,18.2,,1,Piper Sandler:18.2
2026-07-17,TSCO,13.4333,3.6474,3,UBS:9.3|Barclays:16.2|Wells Fargo:14.8
2026-07-17,TSLA,-25.3333,36.653,3,Jefferies:-1.1|Barclays:-7.4|Wells Fargo:-67.5
2026-07-17,TXT,15.9,,1,TD Cowen:15.9
2026-07-17,UAL,75.6,,1,JP Morgan:75.6
2026-07-17,UBER,52.95,11.5258,2,Keybanc:44.8|TD Cowen:61.1
2026-07-17,UDR,14.3,,1,Barclays:14.3
2026-07-17,UHS,14.5,,1,Wells Fargo:14.5
2026-07-17,UNH,12.1167,9.7485,6,Wells Fargo:13.7|TD Cowen:-0.2|Baird:0.8|Keybanc:17.2|Morgan Stanley:24|Oppenheimer:17.2
2026-07-17,UNP,20,6.364,2,Raymond James:24.5|Susquehanna:15.5
2026-07-17,USB,13.85,8.8388,2,Oppenheimer:20.1|Wells Fargo:7.6
2026-07-17,VLO,0.9,,1,Citigroup:0.9
2026-07-17,VRTX,20.3,,1,UBS:20.3
2026-07-17,WAT,14.4,,1,Goldman Sachs:14.4
2026-07-17,WDC,29.4,,1,Wells Fargo:29.4
2026-07-17,WEC,9.9,,1,JP Morgan:9.9
2026-07-17,WFC,7.1,,1,Baird:7.1
2026-07-17,WM,10.2,,1,Scotiabank:10.2
2026-07-17,WRB,-4.5,,1,B of A Securities:-4.5
2026-07-17,WTW,9.9,,1,Piper Sandler:9.9
2026-07-17,WY,26.5,6.6468,2,Raymond James:31.2|RBC Capital:21.8
2026-07-17,WYNN,40.8,4.3841,2,JP Morgan:37.7|Stifel:43.9
2026-07-17,XEL,28.2,,1,JP Morgan:28.2
2026-07-17,XYZ,45.2,,1,Citigroup:45.2
2026-07-17,YUM,11.4,,1,Citigroup:11.4
2026-07-18,AAPL,15.1,,1,Citigroup:15.1
2026-07-18,ABNB,18.9,,1,Jefferies:18.9
2026-07-18,ABT,18.8,6.4113,5,JP Morgan:18.8|Piper Sandler:16.8|Wells Fargo:10.9|Evercore ISI Group:18.8|RBC Capital:28.7
2026-07-18,ADI,32.1,,1,Keybanc:32.1
2026-07-18,AEE,11.3,16.2635,2,B of A Securities:-0.2|JP Morgan:22.8
2026-07-18,AFL,-6.5,,1,Evercore ISI Group:-6.5
2026-07-18,AMCR,19,,1,B of A Securities:19
2026-07-18,AMD,11.5,,1,B of A Securities:11.5
2026-07-18,AMP,12.7,16.122,2,Evercore ISI Group:24.1|Piper Sandler:1.3
2026-07-18,AON,14.4,,1,JP Morgan:14.4
2026-07-18,APD,15.8,,1,Bernstein:15.8
2026-07-18,APO,18.6,17.8191,2,BMO Capital:6|Piper Sandler:31.2
2026-07-18,ATO,7.2,5.9397,2,Wells Fargo:11.4|Barclays:3
2026-07-18,AVY,32.1,0.9899,2,B of A Securities:31.4|Truist Securities:32.8
2026-07-18,AWK,0.4,,1,Barclays:0.4
2026-07-18,AXP,13.3,,1,JP Morgan:13.3
2026-07-18,BAC,10.1167,4.2621,6,RBC Capital:6|Barclays:16.2|Keefe; Bruyette & Woods:12.9|Truist Securities:4.9|Wells Fargo:11.3|Evercore ISI Group:9.4
2026-07-18,BAX,-4.2,,1,Goldman Sachs:-4.2
