signal_name,date,ticker,average_projected,analyst_projections_count,mad,signal_score,analyst_percent_list,signal_percentile
yahoo-daily,2026-07-28,HCA,12.733333180348078,6,0.8246073218064102,31.19016901670332,Baird:-0.8|Barclays:-2.3|Goldman Sachs:22.4|Keybanc:9.8|Oppenheimer:22.4|Truist Securities:24.9,0.40425531914893614
yahoo-daily,2026-09-17,CTVA,17.93333371480306,3,0.31846342390225674,31.06144514312681,BMO Capital:16.7|RBC Capital:26.5|UBS:10.6,0.39893617021276595
yahoo-daily,2026-08-07,PODD,13.750000238418579,5,0.580000009016557,30.74593522374226,Canaccord Genuity:29.7|JP Morgan:10.1|Truist Securities:10.9|Wells Fargo:4.3,0.39361702127659576
yahoo-daily,2026-08-04,ABBV,17.666666666666668,3,0.08805031446540883,30.599564267050166,Canaccord Genuity:17.5|Cantor Fitzgerald:15.5|Morgan Stanley:20,0.3882978723404255
yahoo-daily,2026-08-29,WDAY,11.471428611448832,7,0.8197829546727718,30.350547288524606,BMO Capital:20.6|Bernstein:24.8|Cantor Fitzgerald:7.5|Keybanc:12.8|Morgan Stanley:-5.6|Needham:20.6|Piper Sandler:-0.4,0.3829787234042553
yahoo-daily,2026-07-02,NKE,11.414285727909633,7,1.1103164742126863,30.199361429482757,B of A Securities:6.6|BTIG:24.7|Barclays:17.9|Guggenheim:36|Piper Sandler:2|Stifel:2|Wells Fargo:-9.3,0.3776595744680851
yahoo-daily,2026-07-30,GD,15.025000095367432,4,0.4675540799186689,30.050000190734863,Citigroup:7.2|Morgan Stanley:23.4|RBC Capital:8.8|Susquehanna:20.7,0.3723404255319149
yahoo-daily,2026-07-31,MSFT,17.333333651224773,3,0.18717950086386692,30.022214548464664,Barclays:13.8|Cantor Fitzgerald:16|Piper Sandler:22.2,0.3670212765957447
yahoo-daily,2026-08-13,SMCI,14.950000375509262,4,0.7859531834312703,29.900000751018524,Barclays:1.9|Needham:20.2|Rosenblatt:33.2|Wedbush:4.5,0.3617021276595745
yahoo-daily,2026-07-31,SYK,17.100000381469727,3,0.43274854322998146,29.618069470152747,JP Morgan:6|Piper Sandler:18.1|RBC Capital:27.2,0.35638297872340424
yahoo-daily,2026-07-29,SWKS,12.083333174387613,6,0.7075862188350576,29.598000669294155,JP Morgan:10.9|Mizuho:-11.2|Morgan Stanley:22.9|Stifel:19.5|TD Cowen:10.9|UBS:19.5,0.35106382978723405
yahoo-daily,2026-08-05,FIS,16.96666653951009,3,0.5684348388184847,29.3871284815103,"Citigroup:2.5|Keefe, Bruyette & Woods:27.6|RBC Capital:20.8",0.3404255319148936
yahoo-daily,2026-07-24,NDAQ,16.96666653951009,3,0.2148002585650291,29.3871284815103,"Barclays:21.3|Keefe, Bruyette & Woods:11.5|TD Cowen:18.1",0.3404255319148936
yahoo-daily,2026-08-07,EBAY,16.800000190734863,3,0.261904774068975,29.09845389751961,Argus Research:19.2|Barclays:10.2|Needham:21,0.3351063829787234
yahoo-daily,2026-08-21,LOW,14.400000214576721,4,0.3923611243048474,28.800000429153442,DA Davidson:12|Keybanc:25.7|Mizuho:14.3|RBC Capital:5.6,0.32978723404255317
yahoo-daily,2026-09-03,DELL,16.53333306312561,3,0.5537634409377444,28.63657288379193,B of A Securities:23.4|Mizuho:23.4|UBS:2.8,0.324468085106383
yahoo-daily,2026-08-19,HD,14.199999809265137,4,0.3098591658076322,28.399999618530273,DA Davidson:10.4|Mizuho:14.2|Truist Securities:9.2|UBS:23,0.3191489361702128
yahoo-daily,2026-07-17,JBHT,14.049999713897705,4,0.4661921599484948,28.09999942779541,Citigroup:4.3|Evercore ISI Group:10.7|Stephens & Co.:24.8|Susquehanna:16.4,0.31382978723404253
yahoo-daily,2026-07-30,EQIX,16.066667238871258,3,0.2600276690851806,27.828283966027385,Stifel:19.2|TD Cowen:9.8|UBS:19.2,0.30851063829787234
